molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value,units,value
CHEMBL337027,CO[C@H]1[C@@H](N(C)C(=O)CCC(=O)O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,160.0,nM,6.8,,
CHEMBL338449,CO[C@H]1[C@@H](N(C)C(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,13500.0,nM,4.87,,
CHEMBL130049,COC(=O)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,2400.0,nM,5.62,,
CHEMBL56236,Cc1cc(C)c(C)c(-c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)c1C,6680.0,nM,5.17,,
CHEMBL335931,CO[C@H]1[C@@H](N(C)C(=O)CNC(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,3500.0,nM,5.46,,
CHEMBL132170,CO[C@H]1[C@@H](N(C)C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,70000.0,nM,,,
CHEMBL337026,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4=O,200.0,nM,6.7,,
CHEMBL340611,CC[N+](C)(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,43.0,nM,7.37,,
CHEMBL56543,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccccc1,7000.0,nM,5.16,,
CHEMBL131456,COC(=O)CN1Cc2c(c3c4ccccc4n4c3c3c2c2ccccc2n3[C@]2(C)O[C@H]4C[C@H](N(C)C(=O)c3ccccc3)[C@@H]2OC)C1=O,100000.0,nM,,,
CHEMBL338944,CO[C@H]1[C@@H](N(C)C(=O)c2cccc(Cl)c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4600.0,nM,5.34,,
CHEMBL57366,CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,450.0,nM,6.35,,
CHEMBL337297,CO[C@H]1[C@@H](N(C)C(=O)c2cnccn2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,8180.0,nM,5.09,,
CHEMBL338049,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N[C@@H]4O,17.0,nM,7.77,,
CHEMBL432738,CCNC(=O)Nc1nc2nc(N)ncc2cc1-c1c(Cl)cccc1Cl,1360.0,nM,5.87,,
CHEMBL131193,CO[C@H]1[C@@H](N(C)Cc2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,910.0,nM,6.04,,
CHEMBL337035,CNC(=S)N(C)[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,12500.0,nM,4.9,,
CHEMBL415233,CO[C@H]1[C@@H](N(C)C(=O)c2ccccc2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)N(Cc1ccccc1)C4,100000.0,nM,,,
CHEMBL338155,CN[C@H]1C[C@@H]2O[C@](C)([C@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)[C@H](O)NC4=O,260.0,nM,6.58,,
CHEMBL301483,CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1-c1c(Cl)cccc1Cl,1260.0,nM,5.9,,
CHEMBL130208,CO[C@H]1[C@@H](N(C)C(=O)c2cccc([N+](=O)[O-])c2)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,4800.0,nM,5.32,,
CHEMBL304668,COc1cc2cc(-c3cccnc3)cnc2cc1OC,25000.0,nM,,,
CHEMBL55993,Cc1cc(C)c(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,19054.61,nM,4.72,,
CHEMBL66925,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cc1C,20000.0,nM,,,
CHEMBL55360,Cc1cccc(C)c1NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,10232.93,nM,4.99,,
CHEMBL56731,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1,1258.93,nM,5.9,,
CHEMBL333454,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccc(C)cc2)c1O,1737.8,nM,5.76,,
CHEMBL122522,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2)c1O,6760.83,nM,5.17,,
CHEMBL56219,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)Nc1ccccc1Cl,2089.3,nM,5.68,,
CHEMBL118205,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3o2)c1O,5248.07,nM,5.28,,
CHEMBL2448064,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCNCC1.Cl,300.0,nM,6.52,,
CHEMBL308879,COc1cc2cc(O)cnc2cc1OC,20000.0,nM,,,
CHEMBL417740,COc1cc2cc(-c3ccc4ccccc4c3)cnc2cc1OC,20000.0,nM,,,
CHEMBL70130,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cc1,20000.0,nM,,,
CHEMBL66107,COc1cc2cc(-c3cc(OC)c(OC)c(OC)c3)cnc2cc1OC,20000.0,nM,,,
CHEMBL25579,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN(C)c1ccncc1,300.0,nM,6.52,,
CHEMBL24026,COc1cc2c(Nc3ccc(C#N)cc3F)ncnc2cc1OC/C=C/CN1CCCC1,800.0,nM,6.1,,
CHEMBL66705,COc1cc2cccnc2cc1OC,20000.0,nM,,,
CHEMBL116595,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2)c1O,398.11,nM,6.4,,
CHEMBL324030,COc1cc(/C=C(\C#N)C(N)=O)cc(CSC2=NCCS2)c1O,8709.64,nM,5.06,,
CHEMBL307093,Fc1ccc2cc(-c3ccsc3)cnc2c1,20000.0,nM,,,
CHEMBL417941,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NC1CCCCC1,5888.44,nM,5.23,,
CHEMBL326100,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2Cl)c1O,1000.0,nM,6.0,,
CHEMBL304336,COc1cc2cc(-c3cccs3)cnc2cc1OC,20000.0,nM,,,
CHEMBL68185,COc1ccc2cc(-c3ccsc3)cnc2c1,20000.0,nM,,,
CHEMBL56542,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)N1CCc2ccccc21,12022.64,nM,4.92,,
CHEMBL293749,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCc1ccccc1,616.6,nM,6.21,,
CHEMBL143212,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2cccc3ccccc23)c1O,1698.24,nM,5.77,,
CHEMBL135861,CNC(=O)c1c([Se][Se]c2[nH]c3ccccc3c2C(=O)NC)[nH]c2ccccc12,13000.0,nM,4.89,,
CHEMBL66100,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cc1OC,20000.0,nM,,,
CHEMBL303704,COc1cc2cc(-c3ccc(O)cc3)cnc2cc1OC,20000.0,nM,,,
CHEMBL66787,COc1ccc(CCc2cnc3cc(OC)c(OC)cc3c2)cc1,20000.0,nM,,,
CHEMBL440298,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,5011.87,nM,5.3,,
CHEMBL428534,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCNCC1,500.0,nM,6.30,uM,0.5
CHEMBL326318,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O,891.25,nM,6.05,,6.05
CHEMBL1161234,COc1cc(/C=C(\C#N)C(N)=O)cc(SCCCC(=O)O)c1O,47863.01,nM,4.32,,4.32
CHEMBL69378,c1cc(-c2cnc3cc4c(cc3c2)OCO4)cs1,20000.0,nM,,uM,20.0
CHEMBL306234,COc1cc2cc(-c3sccc3Cl)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL281872,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCn1ccnn1,400.0,nM,6.40,uM,0.4
CHEMBL281990,COc1cc2c(Nc3ccc(C)cc3F)ncnc2cc1OCC1CCN(C)CC1,1000.0,nM,6.00,uM,1.0
CHEMBL422758,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1,450.0,nM,6.35,uM,0.45
CHEMBL25450,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC1CCNCC1,500.0,nM,6.30,uM,0.5
CHEMBL1907763,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,100.0,nM,7.00,uM,0.1
CHEMBL24137,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCOCC1,100.0,nM,7.00,uM,0.1
CHEMBL263666,CCN(CC)CCNC(=O)c1c([Se][Se]c2c(C(=O)NCCN(CC)CC)c3ccccc3n2C)n(C)c2ccccc12,4700.0,nM,5.33,uM,4.7
CHEMBL67219,COc1cc2cc(-c3ccc(C)cc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL67170,COc1cc2cc(-c3ccc(OC)c([N+](=O)[O-])c3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL116423,Cc1cc(C=C(C#N)C#N)cc(O)c1O,61659.5,nM,4.21,,4.21
CHEMBL24828,COc1cc2/c(=N/c3ccc(Br)cc3F)nc[nH]c2cc1OCC1CCN(C)CC1,200.0,nM,6.70,uM,0.2
CHEMBL308210,COc1cc2cc(-c3ccc(OCc4ccccc4)cc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL430605,COc1ccc2cc(-c3c[nH]c4ccccc34)cnc2c1OC,20000.0,nM,,uM,20.0
CHEMBL308466,COc1cccc(-c2cnc3cc(OC)c(OC)cc3c2)c1,20000.0,nM,,uM,20.0
CHEMBL67059,COc1cc2cc(C#Cc3ccccc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL66785,COc1cc2cc(C3CCCC3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL303184,COc1ccc2ncc(-c3ccsc3)cc2c1,20000.0,nM,,uM,20.0
CHEMBL303037,COc1cc2cc(N)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL56319,CCOC(=O)C(Cc1ccccc1)NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1,48977.88,nM,4.31,,4.31
CHEMBL53898,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCc1ccccc1,707.95,nM,6.15,,6.15
CHEMBL66786,COc1cc2cc(CCC3CCCCC3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL56393,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(O)c(O)c1,5011.87,nM,5.30,,5.3
CHEMBL1161236,COc1cc(C=C(C#N)C#N)cc(SCC(=O)O)c1O,53703.18,nM,4.27,,4.27
CHEMBL143805,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCc1ccc(O)cc1,3019.95,nM,5.52,,5.52
CHEMBL1744349,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl,90.0,nM,7.05,uM,0.09
CHEMBL24979,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCN(C)CC1,200.0,nM,6.70,uM,0.2
CHEMBL2448065,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,300.0,nM,6.52,uM,0.3
CHEMBL302745,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)s1,20000.0,nM,,uM,20.0
CHEMBL70149,COc1cc2cc(/C=C/c3ccccc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL63356,Oc1cc2cc(-c3cccnc3)cnc2cc1O,500.0,nM,6.30,uM,0.5
CHEMBL65850,COc1cc2cc(NCc3ccccc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL1907764,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@@H]1CCCN(C)C1,200.0,nM,6.70,uM,0.2
CHEMBL66071,COc1cc(OC)c2cc(-c3ccsc3)cnc2c1,20000.0,nM,,uM,20.0
CHEMBL67991,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)c(OC)c1,20000.0,nM,,uM,20.0
CHEMBL303391,COc1ccc2cc(-c3cccnc3)cnc2c1OC,25000.0,nM,,uM,25.0
CHEMBL118321,COc1cc(C=C(C#N)C#N)cc(CSc2ccccc2C(=O)O)c1O,7943.28,nM,5.10,,5.1
CHEMBL115895,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2NC(C)=O)c1O,21877.62,nM,4.66,,4.66
CHEMBL283088,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCN(C)CC1,200.0,nM,6.70,uM,0.2
CHEMBL2448067,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCCC1.Cl,100.0,nM,7.00,uM,0.1
CHEMBL56879,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc([N+](=O)[O-])cc1,10964.78,nM,4.96,,4.96
CHEMBL331026,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3[nH]2)c1O,14454.4,nM,4.84,,4.84
CHEMBL1202477,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl,100.0,nM,7.00,uM,0.1
CHEMBL416191,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,300.0,nM,6.52,uM,0.3
CHEMBL66618,COc1cc2cc(C3=CCCC3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL67027,COc1ccc(/C=C(\C#N)c2cccnc2)cc1OC,700.0,nM,6.16,uM,0.7
CHEMBL140213,CC(C)(C)Oc1cc(/C=C(\C#N)C(=N)S)cc(C(C)(C)C)c1O,501187.23,nM,,,3.3
CHEMBL533849,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,500.0,nM,6.30,uM,0.5
CHEMBL1907944,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC[C@H]1CCCN(C)C1,100.0,nM,7.00,uM,0.1
CHEMBL336409,N[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@H](N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,900.0,nM,6.05,uM,0.9
CHEMBL303872,Cc1ccc(C)c2ncc(-c3ccsc3)cc12,20000.0,nM,,uM,20.0
CHEMBL302491,COc1cc2cc(-c3cccc(F)c3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL304333,Cc1cc(C)c2cc(-c3ccsc3)cnc2c1,20000.0,nM,,uM,20.0
CHEMBL66924,COc1cc2cc(-c3cc(F)c(OC)c(F)c3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL342929,CNC(=O)c1c(SSc2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,6900.0,nM,5.16,uM,6.9
CHEMBL135577,CCN(CC)CCNC(=O)c1c([Se][Se]c2[nH]c3ccccc3c2C(=O)NCCN(CC)CC)[nH]c2ccccc12,4600.0,nM,5.34,uM,4.6
CHEMBL419248,COc1cc2cc(-c3ccccc3OC)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL66932,COc1cc2cc(OCc3ccccc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL115519,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3cc(Cl)ccc3s2)c1O,83176.38,nM,4.08,,4.08
CHEMBL119156,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccn2)c1O,3388.44,nM,5.47,,5.47
CHEMBL119987,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2ccccc2C(=O)O)c1O,707.95,nM,6.15,,6.15
CHEMBL54471,Cc1ccc(C(=O)/C(C#N)=C/c2ccc(O)c(O)c2)cc1,15135.61,nM,4.82,,4.82
CHEMBL1744347,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCN1CCN(C)CC1.Cl,75.0,nM,7.12,uM,0.075
CHEMBL334915,Cn1c([Se][Se]c2c(C(=O)O)c3ccccc3n2C)c(C(=O)O)c2ccccc21,3500.0,nM,5.46,uM,3.5
CHEMBL66063,COc1cc2cc(-c3ccccc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL69820,COc1cc2cc(-c3ccc(Cl)s3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL55979,CC(NC(=O)/C(C#N)=C/c1ccc(O)c(O)c1)c1ccccc1,2511.89,nM,5.60,,5.6
CHEMBL25610,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN1CCOCC1,400.0,nM,6.40,uM,0.4
CHEMBL137422,CNC(=O)c1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2C)n(C)c2ccccc12,6100.0,nM,5.21,uM,6.1
CHEMBL66643,COc1cc2cc(-c3ccsc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL66981,COc1cc2cc(-c3ccc(O)nc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL141238,Cc1cc(C)c(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(C)c1,19054.61,nM,4.72,,4.72
CHEMBL336174,NC(Cc1c(SSc2[nH]c3ccccc3c2CC(N)C(=O)NCc2ccccc2)[nH]c2ccccc12)C(=O)NCc1ccccc1,7400.0,nM,5.13,uM,7.4
CHEMBL67424,COc1cc2cc(-c3ccc(F)c(F)c3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL68401,COc1cc2cc(-c3ccc(F)cc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL26641,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCC1CCNCC1,200.0,nM,6.70,uM,0.2
CHEMBL334439,CCN(CC)CCn1c([Se][Se]c2c(C(=O)NC)c3ccccc3n2CCN(CC)CC)c(C(=O)NC)c2ccccc21,6900.0,nM,5.16,uM,6.9
CHEMBL66612,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cn1,20000.0,nM,,uM,20.0
CHEMBL66502,COc1cc2cc(-c3ccc(N(C)C)cc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL66101,COc1ccc(/C=C/c2cnc3cc(OC)c(OC)cc3c2)cc1,20000.0,nM,4.70,uM,20.0
CHEMBL66329,COc1cc2cc(-c3ccc(-c4ccccc4)cc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL67702,COc1cc2cc(-c3ccc(Cl)c(Cl)c3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL304310,c1ccc2ncc(-c3ccsc3)cc2c1,20000.0,nM,,uM,20.0
CHEMBL59145,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1Cl,6606.93,nM,5.18,,5.18
CHEMBL118109,COc1cc(/C=C(\C#N)C(N)=O)cc(CSc2nc3ccccc3s2)c1O,19054.61,nM,4.72,,4.72
CHEMBL343875,CCOc1ccc2sc(SCc3cc(/C=C(\C#N)C(N)=O)cc(OC)c3O)nc2c1,165958.69,nM,,,3.78
CHEMBL334973,Cn1c([Se][Se]c2c(C(=O)OC(C)(C)C)c3ccccc3n2C)c(C(=O)OC(C)(C)C)c2ccccc21,100000.0,nM,,uM,100.0
CHEMBL66008,COc1cc2cc([N+](=O)[O-])cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL279459,COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCC1CCNCC1,450.0,nM,6.35,uM,0.45
CHEMBL135241,O=C(NCc1ccccc1)[C@H](Cc1c([Se]c2[nH]c3ccccc3c2C[C@@H](NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F,50000.0,nM,,uM,50.0
CHEMBL65858,C(=C/c1cnc2ccccc2c1)\c1ccccc1,20000.0,nM,,uM,20.0
CHEMBL55994,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1cccs1,30902.95,nM,4.51,,4.51
CHEMBL334032,COc1cc(C=C(C#N)C#N)cc(CS(=O)(=O)c2ccc(C)cc2)c1O,22908.68,nM,4.64,,4.64
CHEMBL1202473,COc1cc2c(Nc3cc(O)c(C)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,300.0,nM,6.52,uM,0.3
CHEMBL25425,COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCC1CCN(C)CC1,300.0,nM,6.52,uM,0.3
CHEMBL67436,COc1ccc(-c2cnc3cc(OC)c(OC)cc3c2)cc1F,20000.0,nM,,uM,20.0
CHEMBL55204,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccc(F)cc1,5128.61,nM,5.29,,5.29
CHEMBL286160,COCCOc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,100.0,nM,7.00,uM,0.1
CHEMBL2448066,COc1cc2c(Nc3cc(O)c(Cl)cc3F)ncnc2cc1OCC1CCN(C)CC1.Cl,100.0,nM,7.00,uM,0.1
CHEMBL302545,COc1cc2cc(-c3c[nH]c4ccccc34)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL57251,COc1ccc(NC(=O)/C(C#N)=C/c2ccc(O)c(O)c2)c(OC)c1,25118.86,nM,4.60,,4.6
CHEMBL309116,c1ccc2ncc(-c3c[nH]c4ccccc34)cc2c1,20000.0,nM,,uM,20.0
CHEMBL63575,COc1cc2cc(C#CC3CCCCC3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL56132,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)c1ccccc1,14125.38,nM,4.85,,4.85
CHEMBL120564,COc1cc(C=C(C#N)C#N)cc(C)c1O,87096.36,nM,4.06,,4.06
CHEMBL1202478,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OC/C=C/CN1CCCC1.Cl,100.0,nM,7.00,uM,0.1
CHEMBL66718,Clc1cc2cc(-c3ccsc3)cnc2cc1Cl,20000.0,nM,,uM,20.0
CHEMBL432428,N#C/C(=C\c1cc(O)c(O)c(CSCc2ccccc2)c1)C(N)=O,645.65,nM,6.19,,6.19
CHEMBL141175,COc1cc(/C=C(/C#N)C(N)=O)cc(CSCc2ccc(Cl)cc2)c1O,15848.93,nM,4.80,,4.8
CHEMBL69585,COc1cc2cc(-c3ccc([N+](=O)[O-])cc3)cnc2cc1OC,20000.0,nM,,uM,20.0
CHEMBL336410,O=C(NCc1ccccc1)[C@H](Cc1c([Se][Se]c2[nH]c3ccccc3c2C[C@@H](NC(=O)C(F)(F)F)C(=O)NCc2ccccc2)[nH]c2ccccc12)NC(=O)C(F)(F)F,7000.0,nM,5.16,uM,7.0
CHEMBL419280,COC(=O)CCCc1c(SSc2c(CCCC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,100000.0,nM,,uM,100.0
CHEMBL113996,COc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCOCC1,13570.0,nM,4.87,uM,13.57
CHEMBL80001,COC(=O)CC1C(=S)N(C)c2ccccc21,100000.0,nM,,uM,100.0
CHEMBL325156,CCN(CC)C(C)/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OC,4840.0,nM,5.32,uM,4.84
CHEMBL126384,Brc1cccc(Nc2ncnc3cc(NCCCCN4CCOCC4)ncc23)c1,5.4,nM,8.27,nM,5.4
CHEMBL129509,Cc1cccc(Nc2ncnc3cc(NCCCN4CCOCC4)ncc23)c1,9.3,nM,8.03,nM,9.3
CHEMBL83390,CN1C(=S)C(CCCC(=O)O)c2ccccc21,100000.0,nM,,uM,100.0
CHEMBL84512,COC(=O)CCCC1C(=S)N(C)c2ccccc21,100000.0,nM,,uM,100.0
CHEMBL314029,COC(=O)CCc1c(SSc2c(CCC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,100000.0,nM,,uM,100.0
CHEMBL420400,COC(=O)CCCc1c(SSc2[nH]c3ccccc3c2CCCC(=O)OC)[nH]c2ccccc12,100000.0,nM,,uM,100.0
CHEMBL114593,COCC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,960.0,nM,6.02,uM,0.96
CHEMBL126137,CN(C)CCN(C)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,40.0,nM,7.40,nM,40.0
CHEMBL128987,Brc1cccc(Nc2ncnc3cc(NCCN4CCOCC4)ncc23)c1,3.2,nM,8.49,nM,3.2
CHEMBL435993,OCCN(CCO)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.2,nM,8.04,nM,9.2
CHEMBL340898,Cc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1,3.5,nM,8.46,nM,3.5
CHEMBL338215,Cc1cccc(Nc2ncnc3cc(NCCCCN(C)C)ncc23)c1,5.4,nM,8.27,nM,5.4
CHEMBL309765,CN1C(=S)C(CCC(=O)O)c2ccccc21,6700.0,nM,5.17,uM,6.7
CHEMBL309716,COC(=O)CCC1C(S)=Nc2ccccc21,100000.0,nM,,uM,100.0
CHEMBL311811,COC(=O)Cc1c(Sc2c(CC(=O)OC)c3ccccc3n2C)n(C)c2ccccc12,100000.0,nM,,uM,100.0
CHEMBL116857,COc1cc(NC(=O)/C=C/CN(C)C)cc2c(Nc3cccc(Br)c3)c(C#N)cnc12,2880.0,nM,5.54,uM,2.88
CHEMBL340484,CN1CCN(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CC1,4.9,nM,8.31,nM,4.9
CHEMBL127058,OCCN(CCO)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1.2,nM,8.92,nM,1.2
CHEMBL128467,O=S(=O)(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,1.4,nM,8.85,nM,1.4
CHEMBL326280,COCC#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)c(C#N)cnc2cc1OC,790.0,nM,6.10,uM,0.79
CHEMBL117326,C=C(CN(C)C)C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC,560.0,nM,6.25,uM,0.56
CHEMBL340700,CN(CC(O)CO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,3.2,nM,8.49,nM,3.2
CHEMBL338114,Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1,0.91,nM,9.04,nM,0.91
CHEMBL312402,COC(=O)CCCC1C(S)=Nc2ccccc21,100000.0,nM,,uM,100.0
CHEMBL341319,CN(CCO)c1cc2ncnc(Nc3cccc(Br)c3)c2cn1,2.6,nM,8.59,nM,2.6
