molecule_chembl_id,canonical_smiles,standard_value,standard_units,pchembl_value,units,value
CHEMBL361322,c1ccc(Cc2nc3cc(Nc4ncnc5nn6ccccc6c45)ccc3[nH]2)cc1,5010.0,nM,5.30,uM,5.01
CHEMBL181617,ClCCNc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,10.0,nM,8.00,uM,0.01
CHEMBL179451,ClCCNc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1,26.0,nM,7.58,uM,0.026
CHEMBL49120,CCN(CC)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,44000.0,nM,4.36,uM,44.0
CHEMBL186802,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3)c2cc1OC,5600.0,nM,5.25,uM,5.6
CHEMBL186580,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)c2cc1OC,490.0,nM,6.31,uM,0.49
CHEMBL185327,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3Cl)c2cc1OC,11000.0,nM,4.96,uM,11.0
CHEMBL184555,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)ccc3C)c2cc1OC,33000.0,nM,,uM,33.0
CHEMBL186747,COc1cc2ncnc(Nc3ccc(C)c(NC(=O)c4ccccc4)c3)c2cc1OC,3200.0,nM,5.50,uM,3.2
CHEMBL182397,COc1cc2ncnc(Nc3cccc(NC(=O)c4ccccc4)c3F)c2cc1OC,2800.0,nM,5.55,uM,2.8
CHEMBL360209,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4ccccc4)c3)c2cc1OC,2200.0,nM,5.66,uM,2.2
CHEMBL365830,COc1cc2ncnc(Nc3cccc(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,33000.0,nM,,uM,33.0
CHEMBL187007,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,29000.0,nM,4.54,uM,29.0
CHEMBL364576,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3C)c2cc1OC,33000.0,nM,,uM,33.0
CHEMBL184682,COc1cc2ncnc(Nc3ccc(Cl)c(NC(=O)c4cccc(N(C)C)c4)c3)c2cc1OC,1000.0,nM,6.00,uM,1.0
CHEMBL184052,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC,33000.0,nM,,uM,33.0
CHEMBL185637,Fc1ccc(Nc2ncnn3cccc23)cc1Cl,110.0,nM,6.96,uM,0.11
CHEMBL188304,Cc1ccn2ncnc(Nc3ccc(F)c(Cl)c3)c12,100.0,nM,7.00,uM,0.1
CHEMBL186080,Cc1cc2c(Nc3ccc(F)c(Cl)c3)ncnn2c1,150.0,nM,6.82,uM,0.15
CHEMBL184311,Cc1ccc2c(Nc3ccc(F)c(Cl)c3)ncnn12,3250.0,nM,5.49,uM,3.25
CHEMBL185853,Cc1ccc(Nc2ncnn3cccc23)cc1O,510.0,nM,6.29,uM,0.51
CHEMBL188522,Cc1ccc(Nc2ncnn3ccc(C)c23)cc1O,340.0,nM,6.47,uM,0.34
CHEMBL184750,Cc1cc2c(Nc3ccc(C)c(O)c3)ncnn2c1,650.0,nM,6.19,uM,0.65
CHEMBL187431,Cc1ccc(Nc2ncnn3c(C)ccc23)cc1O,29400.0,nM,4.53,uM,29.4
CHEMBL186001,Cc1ccc(Nc2ncnn3cc(C)c(C)c23)cc1O,200.0,nM,6.70,uM,0.2
CHEMBL189338,Cc1cccc(Cl)c1Nc1nc2ccc(N3CCN[C@@H](C)C3)nc2n2cncc12,1000.0,nM,,nM,1000.0
CHEMBL188386,OCCCCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,7400.0,nM,5.13,uM,7.4
CHEMBL190984,CN(C)CCNc1cncc(-c2cncc(Nc3cccc(Cl)c3)n2)c1,10000.0,nM,,uM,10.0
CHEMBL188502,Clc1cccc(Nc2cncc(-c3cncc(NCCCc4cccnc4)c3)n2)c1,10000.0,nM,,uM,10.0
CHEMBL363130,Cc1ccsc1C(=O)n1nc(Nc2ccc(S(N)(=O)=O)cc2)nc1N,8400.0,nM,5.08,uM,8.4
CHEMBL261720,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=S)Nc1c(F)cccc1F,10000.0,nM,,uM,10.0
CHEMBL191003,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,100000.0,nM,,uM,100.0
CHEMBL363607,Cc1ccc(F)c(C(=O)n2nc(Nc3ccc(S(N)(=O)=O)cc3)nc2C)c1F,45800.0,nM,4.34,uM,45.8
CHEMBL1788116,N#C/C(=C1/Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,10000.0,nM,,uM,10.0
CHEMBL191336,OCCCNc1cc(-c2ncnc(Nc3cccc(Cl)c3)n2)ccn1,10000.0,nM,,uM,10.0
CHEMBL190651,COCC(=O)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,252.0,nM,6.60,nM,252.0
